i,seed,status,score,elapsed_sec,moves,pellets_total,pellets_eaten,completion_pct,ts
6,12351,WIN,1470,14.817425,2625,102,102,100.0,1755944338
7,12352,LOSS,4100,10.532629,1872,102,90,88.24,1755944349
8,12353,LOSS,120,1.226685,221,102,12,11.76,1755944351
9,12354,WIN,2670,13.600966,2415,102,102,100.0,1755944365
0,12345,LOSS,4000,9.147604,1638,102,85,83.33,1755944380
1,12346,LOSS,550,2.989272,546,102,30,29.41,1755944384
2,12347,LOSS,3810,9.691648,1758,102,71,69.61,1755944394
3,12348,LOSS,150,1.342598,237,102,15,14.71,1755944396
4,12349,LOSS,2110,6.308207,1124,102,61,59.8,1755944403
5,12350,WIN,1870,13.943933,2415,102,102,100.0,1755944417
6,12351,LOSS,60,0.574195,102,102,6,5.88,1755944418
7,12352,WIN,4270,12.405381,2220,102,102,100.0,1755944431
8,12353,WIN,4270,12.111267,2175,102,102,100.0,1755944444
9,12354,WIN,2670,13.577141,2415,102,102,100.0,1755944458
0,12345,LOSS,4000,9.106231,1638,102,85,83.33,1755944742
1,12346,LOSS,550,3.03594,546,102,30,29.41,1755944746
2,12347,DNF,440,4.579674,802,102,39,38.24,1755944751
3,12348,LOSS,150,1.343599,237,102,15,14.71,1755944753
4,12349,LOSS,2110,6.2229,1124,102,61,59.8,1755944760
5,12350,DNF,1540,8.808509,1557,102,79,77.45,1755944769
6,12351,DNF,120,0.80766,125,102,7,6.86,1755944770
7,12352,DNF,20,0.311259,41,102,2,1.96,1755944771
8,12353,DNF,20,0.263246,32,102,2,1.96,1755944772
9,12354,DNF,20,0.246394,31,102,2,1.96,1755944773
0,12345,LOSS,3990,8.827445,1577,102,84,82.35,1755944950
1,12346,LOSS,550,3.032553,546,102,30,29.41,1755944953
2,12347,DNF,450,4.59306,812,102,40,39.22,1755944959
3,12348,DNF,110,1.052761,172,102,11,10.78,1755944960
4,12349,DNF,60,0.587258,91,102,6,5.88,1755944961
5,12350,DNF,20,0.300148,36,102,2,1.96,1755944962
6,12351,DNF,20,0.274988,36,102,2,1.96,1755944963
7,12352,DNF,20,0.241553,30,102,2,1.96,1755944963
8,12353,DNF,20,0.2802,39,102,2,1.96,1755944964
9,12354,DNF,20,0.291576,39,102,2,1.96,1755944965
0,12345,LOSS,4000,9.123296,1638,102,85,83.33,1755945001
1,12346,LOSS,550,3.737551,546,102,30,29.41,1755945005
2,12347,WIN,4220,22.432374,4035,102,102,100.0,1755945028
3,12348,LOSS,150,1.340141,237,102,15,14.71,1755945030
4,12349,LOSS,1310,6.35825,1124,102,61,59.8,1755945037
0,12345,LOSS,4000,9.151685,1638,102,85,83.33,1755945071
1,12346,LOSS,550,3.08428,546,102,30,29.41,1755945074
2,12347,LOSS,3810,10.266229,1818,102,71,69.61,1755945085
3,12348,LOSS,150,1.315359,237,102,15,14.71,1755945087
4,12349,LOSS,2110,6.318829,1124,102,61,59.8,1755945094
0,12345,LOSS,4000,9.123051,1638,102,85,83.33,1755945114
1,12346,LOSS,550,3.192445,546,102,30,29.41,1755945118
2,12347,DNF,70,0.669788,106,102,7,6.86,1755945119
3,12348,LOSS,150,1.338,237,102,15,14.71,1755945121
4,12349,LOSS,2110,6.314965,1124,102,61,59.8,1755945128
0,12345,LOSS,4000,9.142373,1638,102,85,83.33,1755945161
1,12346,WIN,4270,13.451532,2385,102,102,100.0,1755945175
2,12347,WIN,4270,23.441155,4170,102,102,100.0,1755945199
3,12348,LOSS,150,1.324716,237,102,15,14.71,1755945201
4,12349,LOSS,2110,6.251507,1124,102,61,59.8,1755945208
0,12345,LOSS,3960,9.092688,1623,102,81,79.41,1755945749
1,12346,WIN,4270,13.39358,2385,102,102,100.0,1755945763
2,12347,WIN,4270,16.406356,2940,102,102,100.0,1755945780
3,12348,LOSS,150,1.323232,236,102,15,14.71,1755945781
4,12349,WIN,2670,12.117834,2175,102,102,100.0,1755945794
0,12345,WIN,4270,12.307656,2220,102,102,100.0,1755945951
1,12346,WIN,4270,13.349349,2385,102,102,100.0,1755945964
2,12347,LOSS,4240,12.811433,2286,102,99,97.06,1755945978
3,12348,LOSS,150,1.298214,236,102,15,14.71,1755945980
4,12349,WIN,1870,12.199916,2175,102,102,100.0,1755945992
0,12345,WIN,4270,12.402403,2220,102,102,100.0,1755946025
1,12346,WIN,4270,13.430215,2385,102,102,100.0,1755946039
2,12347,LOSS,110,1.153782,207,102,11,10.78,1755946040
3,12348,LOSS,150,1.317189,237,102,15,14.71,1755946042
4,12349,WIN,2670,12.242754,2175,102,102,100.0,1755946055
0,12345,WIN,4270,12.290017,2220,102,102,100.0,1755946147
1,12346,WIN,4270,13.269923,2385,102,102,100.0,1755946161
2,12347,LOSS,4240,12.819971,2286,102,99,97.06,1755946175
3,12348,LOSS,140,1.246216,221,102,14,13.73,1755946176
4,12349,WIN,1870,12.326554,2175,102,102,100.0,1755946189
0,12345,LOSS,4240,12.662366,2286,102,99,97.06,1755946309
1,12346,LOSS,140,1.250368,221,102,14,13.73,1755946311
2,12347,DNF,1950,4.421497,781,102,45,44.12,1755946316
3,12348,DNF,30,0.373982,50,102,3,2.94,1755946317
4,12349,DNF,30,0.349796,51,102,3,2.94,1755946318
0,1937259227,DNF,190,1.432252,239,102,14,13.73,1755946484
1,463892225,DNF,130,0.859007,139,102,8,7.84,1755946485
2,1201187488,DNF,20,0.274432,32,102,2,1.96,1755946486
3,504279698,DNF,20,0.295593,38,102,2,1.96,1755946486
4,1372836142,DNF,20,0.256669,35,102,2,1.96,1755946487
0,,DNF,390,3.407803,592,102,34,33.33,1755946510
1,,DNF,20,0.321385,40,102,2,1.96,1755946510
2,,DNF,20,0.262987,30,102,2,1.96,1755946511
3,,DNF,10,0.225244,23,102,1,0.98,1755946512
4,,DNF,20,0.276425,38,102,2,1.96,1755946513
0,,DNF,320,2.689321,469,102,27,26.47,1755946566
1,,DNF,20,0.292179,36,102,2,1.96,1755946566
2,,DNF,10,0.191428,18,102,1,0.98,1755946567
3,,DNF,10,0.19279,19,102,1,0.98,1755946568
4,,DNF,30,0.327107,47,102,3,2.94,1755946568
0,,DNF,3970,8.279575,1451,102,82,80.39,1755946640
1,,DNF,20,0.327884,41,102,2,1.96,1755946641
2,,DNF,20,0.315549,36,102,2,1.96,1755946642
3,,DNF,20,0.330014,41,102,2,1.96,1755946643
4,,DNF,70,0.72976,117,102,7,6.86,1755946644
0,,WIN,4270,16.052279,2895,102,102,100.0,1755946687
1,,WIN,4270,13.289526,2385,102,102,100.0,1755946701
2,,LOSS,4240,12.733316,2286,102,99,97.06,1755946714
3,,LOSS,140,1.240719,221,102,14,13.73,1755946716
4,,WIN,1870,12.265945,2175,102,102,100.0,1755946729
0,,WIN,7470,16.088769,2895,102,102,100.0,1755946757
1,,LOSS,60,0.5745,102,102,6,5.88,1755946759
2,,LOSS,4240,12.861256,2286,102,99,97.06,1755946772
3,,LOSS,140,1.227456,221,102,14,13.73,1755946774
4,,WIN,1870,12.061324,2175,102,102,100.0,1755946786
0,,LOSS,4000,9.099823,1638,102,85,83.33,1755946811
1,,WIN,4270,16.200619,2865,102,102,100.0,1755946828
2,,LOSS,4240,12.771868,2271,102,99,97.06,1755946841
3,,LOSS,150,1.345626,237,102,15,14.71,1755946843
4,,LOSS,2040,5.957379,1064,102,54,52.94,1755946849
0,,LOSS,4000,9.096395,1638,102,85,83.33,1755946870
1,,LOSS,3920,9.193214,1641,102,77,75.49,1755946880
2,,LOSS,4240,12.715406,2256,102,99,97.06,1755946893
3,,LOSS,150,1.304585,237,102,15,14.71,1755946895
4,,WIN,1870,12.153858,2175,102,102,100.0,1755946907
